ID,ground water,surface water,Lake,C0,coal,wood,Dmin,Dmax,micro,meso,SSA,pore size,Fe,M,pH,temperature,time,rate,Ca,TOC,Re
209,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,500,4.5,20,72,120,0,0,88.189
210,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,500,4.5,20,120,120,0,0,94.525
211,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,500,4.5,20,168,120,0,0,98.539
212,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,500,4.5,20,240,120,0,0,99.731
213,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,24,120,0,0,72.946
214,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,48,120,0,0,89.883
215,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,72,120,0,0,97.84899998
216,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,120,120,0,0,98.53899998
217,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,168,120,0,0,99.99999998
218,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,750,4.5,20,240,120,0,0,99.99999998
219,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,24,120,0,0,82.356
220,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,48,120,0,0,94.776
221,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,72,120,0,0,97.347
222,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,120,120,0,0,99.48
223,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,168,120,0,0,100
224,0,0,0,10000,1,0,0.85,0.83086139,0.210048765,0.22,593,1.39,0,1000,4.5,20,240,120,0,0,100
225,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,0
226,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,3.913
227,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,16.494
228,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,19.916
229,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,24.805
230,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,20,240,120,0,0,31.291
231,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,0
232,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,17.524
233,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,29.477
234,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,38.63
235,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,42.65
236,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,40,240,120,0,0,54.89
237,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,0
238,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,48.2
239,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,64.637
240,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,71.992
241,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,78.346
242,0,0,0,10000,1,0,0.85,0.83086139,0.189834207,0.106,336,1.27,1,20000,9,60,240,120,0,0,88.706
243,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,0.25,300,0,0,8.4065268
244,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,0.5,300,0,0,13.2793524
245,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,1,300,0,0,20.11443
246,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,2,300,0,0,22.7506464
247,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,3,300,0,0,24.1403264
248,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,16,300,0,0,25.4584348
249,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,30,300,0,0,23.60354
250,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,39,300,0,0,27.8441512
251,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,26.7288288
252,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,60,300,0,0,26.1264352
253,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,96,300,0,0,28.4525088
254,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,113,300,0,0,25.0290056
255,0,0,0,1000000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,120,300,0,0,26.8182932
256,0,0,0,20000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,9.72318
257,0,0,0,50000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,52.838488
258,0,0,0,100000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,67.344
259,0,0,0,250000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,54.74236
260,0,0,0,350000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,39.41693257
261,0,0,0,650000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,23.19975385
262,0,0,0,850000,0,0,0.512340009,0.989516497,0.283,0.154,887,2.410609961,0,400,9,25,48,300,0,0,22.33145271
263,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.165338159,757,1.39,0,50,7,25,0.5,150,0,0,15.6021369
264,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.17764844,757,1.39,0,50,7,25,1,150,0,0,31.24195417
265,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.17764844,757,1.39,0,50,7,25,2,150,0,0,40.44327278
266,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.189005494,757,1.39,0,50,7,25,3,150,0,0,47.72264408
267,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,6,150,0,0,57.3563967
268,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,9,150,0,0,63.026133
269,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,12,150,0,0,63.6507576
270,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,18,150,0,0,64.37148785
271,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,24,150,0,0,63.8429482
272,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,36,150,0,0,67.97513905
273,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,48,150,0,0,64.4675935
274,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,60,150,0,0,66.17331345
275,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,72,150,0,0,66.8940437
276,0,0,0,200,0,0,0.1,0.3,0.314636469,0.165142283,757,1.39,0,50,7,25,144,150,0,0,83.4374859
277,0,0,0,400,0,0,0.1,0.3,0.314636469,0.177601621,757,1.39,0,50,7,25,144,150,0,0,84.89226909
278,0,0,0,600,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,144,150,0,0,82.16639452
279,0,0,0,800,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,7,25,144,150,0,0,78.69641031
280,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188891694,757,1.39,0,50,7,25,144,150,0,0,75.99519875
281,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.215069205,757,1.39,0,50,2,25,72,150,0,0,92.2459142
282,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.215069205,757,1.39,0,50,3,25,72,150,0,0,84.9599385
283,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.18894434,757,1.39,0,50,5,25,72,150,0,0,79.20786435
284,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188891694,757,1.39,0,50,7,25,72,150,0,0,71.20975035
285,0,0,0,1000,0,0,0.1,0.3,0.314636469,0.188958675,757,1.39,0,50,9,25,72,150,0,0,65.97807945
286,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277017623,1191,1.52,0,600,5.8,25,0.08,165,0,0,31.52480538
287,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277017623,1191,1.52,0,600,5.8,25,0.17,165,0,0,29.51242518
288,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,0.33,165,0,0,30.1981251
289,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,0.67,165,0,0,35.32099914
290,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,1,165,0,0,36.69239898
291,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.277029812,1191,1.52,0,600,5.8,25,3,165,0,0,44.92825128
292,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,20,165,0,0,57.91928346
293,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,24,165,0,0,58.60498338
294,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,48,165,0,0,62.40366156
295,0,0,0,100000,0,0,0.3,0.85,0.318617821,0.276982993,1191,1.52,0,600,5.8,25,96,165,0,0,68.5327257
296,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,0,250,0,0,0
297,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,1,250,0,0,19.99999998
298,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,2,250,0,0,39.99999996
299,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,3,250,0,0,50.99999995
300,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,4,250,0,0,63.99999994
301,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,6,250,0,0,79.99999992
302,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,8,250,0,0,91.99999991
303,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,12,250,0,0,96.9999999
304,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,99.9999999
305,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,0,250,0,0,0
306,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,1,250,0,0,2.799999864
307,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,2,250,0,0,1.290000042
308,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,3,250,0,0,1.799999865
309,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,4,250,0,0,2.300000031
310,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,6,250,0,0,2.699999964
311,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,8,250,0,0,0
312,0,0,0,200,0,1,0.599,2.22,0.23,0.11,595.08,2.5,0,666,7,25,12,250,0,0,2.799999864
313,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,24,250,0,0,0
314,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,0,250,0,0,0.300000033
315,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,1,250,0,0,2.626000038
316,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,2,250,0,0,0
317,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,3,250,0,0,0
318,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,4,250,0,0,0.05999994
319,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,6,250,0,0,1.850000148
320,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,8,250,0,0,6.439999887
321,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,12,250,0,0,7.449999876
322,0,0,0,200,1,0,0.489,1.64,0.21,0.18,770.76,2.41,0,666,7,25,24,250,0,0,10.99999999
323,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,0,250,0,0,0
324,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,1,250,0,0,0
325,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,2,250,0,0,1.359999972
326,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,3,250,0,0,1.369999962
327,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,4,250,0,0,0
328,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,6,250,0,0,1.019999979
329,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,8,250,0,0,1.500000165
330,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,12,250,0,0,0
331,0,0,0,200,0,1,0.522,1.02,0.14,0.1,522.66,2.53,0,666,7,25,24,250,0,0,0
332,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,99.82000008
333,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,46.10999984
334,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,71.15000011
335,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,56.46000015
336,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,3,25,24,250,0,0,94.02999988
337,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,5,25,24,250,0,0,93.56000001
338,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,7,25,24,250,0,0,71.26
339,0,0,0,200,0,1,0.144,2.15,0.36,0.1,929.56,2.23,0,666,9,25,24,250,0,0,80.69999989
340,0,0,0,33125,1,0,0,0.048,0.287830085,0.20389314,425,2.957845211,1,142.86,6.7,28,0.2,180,0,0,23.21517049
341,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.4,180,0,0,32.14408222
342,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.6,180,0,0,37.50142926
343,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,0.8,180,0,0,35.71564691
344,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,1,180,0,0,37.50142926
345,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,2,180,0,0,41.07299395
346,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,3,180,0,0,37.50142926
347,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,4,180,0,0,39.2872116
348,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,6,180,0,0,41.07299395
349,0,0,0,33125,1,0,0,0.048,0.287830085,0.203312337,425,2.957845211,1,142.86,6.7,28,12,180,0,0,44.64455864
350,0,0,0,33125,1,0,0,0.048,0.287830085,0.203394413,425,2.957845211,1,142.86,6.7,28,24,180,0,0,44.64455864
351,0,0,0,20000,1,0,0,0.048,0.287830085,0.203347594,425,2.957845211,1,142.86,6.7,28,24,180,0,0,68.02714623
352,0,0,0,60000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,44.36553015
353,0,0,0,100000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,30.1685605
354,0,0,0,140000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,25.35173151
355,0,0,0,180000,1,0,0,0.048,0.287830085,0.203104034,425,2.957845211,1,142.86,6.7,28,24,180,0,0,21.36118118
356,0,0,0,220000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,18.82174006
357,0,0,0,260000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,16.60863436
358,0,0,0,300000,1,0,0,0.048,0.287830085,0.20325309,425,2.957845211,1,142.86,6.7,28,24,180,0,0,15.38005045
359,0,0,0,10000,0,0,0,0.15,0.31368655,0.257578701,1000,3.589503765,0,5000,6.7,25,0.17,120,0,0,83.7435
360,0,0,0,10000,0,0,0,0.15,0.31368655,0.256997913,1000,3.589503765,0,5000,6.7,25,0.33,120,0,0,92.1955
361,0,0,0,10000,0,0,0,0.15,0.31368655,0.256997913,1000,3.589503765,0,5000,6.7,25,0.5,120,0,0,94.1765
362,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,1,120,0,0,96.5535
363,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,2,120,0,0,97.478
364,0,0,0,10000,0,0,0,0.15,0.31368655,0.254086763,1000,3.589503765,0,5000,6.7,25,4,120,0,0,98.0065
365,0,0,0,40000,0,0,0,0.15,0.31368655,0.270037979,1000,3.589503765,0,5000,6.7,25,0.17,120,0,0,89.279375
366,0,0,0,40000,0,0,0,0.15,0.31368655,0.266546041,1000,3.589503765,0,5000,6.7,25,0.33,120,0,0,97.9295
367,0,0,0,40000,0,0,0,0.15,0.31368655,0.266546041,1000,3.589503765,0,5000,6.7,25,0.5,120,0,0,98.523875
368,0,0,0,40000,0,0,0,0.15,0.31368655,0.266954988,1000,3.589503765,0,5000,6.7,25,1,120,0,0,99.613375
369,0,0,0,40000,0,0,0,0.15,0.31368655,0.26610896,1000,3.589503765,0,5000,6.7,25,2,120,0,0,99.8445
370,0,0,0,40000,0,0,0,0.15,0.31368655,0.26610896,1000,3.589503765,0,5000,6.7,25,4,120,0,0,99.8445
371,0,0,0,20000,0,0,0,0.15,0.298237026,0.281230003,1000,3.589503765,0,100,6.1,25,2,120,0,0,46.1
372,0,0,0,20000,0,0,0,0.15,0.31368655,0.281183183,1000,3.589503765,0,500,6.1,25,2,120,0,0,86.6096
373,0,0,0,20000,0,0,0,0.15,0.31368655,0.281183183,1000,3.589503765,0,1000,6.1,25,2,120,0,0,88.4857
374,0,0,0,20000,0,0,0,0.15,0.31368655,0.26989311,1000,3.589503765,0,2000,6.1,25,2,120,0,0,70.6484
375,0,0,0,20000,0,0,0,0.15,0.31368655,0.257433832,1000,3.589503765,0,5000,6.1,25,2,120,0,0,87.82475
376,0,0,0,20000,0,0,0,0.15,0.31368655,0.257433832,1000,3.589503765,0,10000,6.1,25,2,120,0,0,90
377,0,0,0,40000,0,0,0,0.15,0.31368655,0.277836114,1000,3.589503765,0,2500,6.7,50,2,120,0,0,96.786
378,0,0,0,50000,1,0,0,0.1,0.298237026,0.230810836,812,3.589503765,0,100,3,25,0.17,150,0,0,30.64118
379,0,0,0,50000,1,0,0,0.1,0.298237026,0.230230033,812,3.589503765,0,100,3,25,0.5,150,0,0,39.75072
380,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,1,150,0,0,51.34468
381,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,2,150,0,0,57.9698
382,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,3,150,0,0,60.45422
383,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,4,150,0,0,62.93864
384,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,6,150,0,0,62.93864
385,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,9,150,0,0,63.76678
386,0,0,0,50000,1,0,0,0.1,0.298237026,0.230183214,812,3.589503765,0,100,3,25,12,150,0,0,64.59492
387,0,0,0,50000,1,0,0,0.1,0.298237026,0.207204491,812,3.589503765,0,100,7,25,0.17,150,0,0,19.04722
388,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,0.5,150,0,0,24.01606
389,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,1,150,0,0,28.9849
390,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,2,150,0,0,29.81304
391,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,3,150,0,0,32.29746
392,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,4,150,0,0,33.1256
393,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,6,150,0,0,34.78188
394,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,9,150,0,0,35.61002
395,0,0,0,50000,1,0,0,0.1,0.298237026,0.206623688,812,3.589503765,0,100,7,25,12,150,0,0,34.78188
396,0,0,0,20000,1,0,0,0.1,0.298237026,0.207303151,812,3.589503765,0,100,5,25,12,150,0,0,78.6733
397,0,0,0,50000,1,0,0,0.1,0.298237026,0.207059592,812,3.589503765,0,100,5,25,12,150,0,0,40.57886
398,0,0,0,100000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,24.01606
399,0,0,0,150000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,16.5628
400,0,0,0,200000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,12.629135
401,0,0,0,250000,1,0,0,0.1,0.298237026,0.20508039,812,3.589503765,0,100,5,25,12,150,0,0,11.59396
402,0,0,0,100000,0,0,0,0.045,0.318617821,0.187897056,825,1.62,0,600,6.7,25,0.08,165,0,0,56.22739344
403,0,0,0,100000,0,0,0,0.045,0.318617821,0.187897056,825,1.62,0,600,6.7,25,0.17,165,0,0,53.66595642
404,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,0.33,165,0,0,55.17399936
405,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,0.67,165,0,0,56.54788362
406,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,1,165,0,0,56.4087561
407,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,3,165,0,0,63.08936148
408,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,20,165,0,0,61.53411456
409,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,24,165,0,0,61.85460474
410,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,48,165,0,0,61.1664204
411,0,0,0,100000,0,0,0,0.045,0.318617821,0.187316254,825,1.62,0,600,6.7,25,96,165,0,0,67.20604542
412,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,0,250,0,0,0
413,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,1,250,0,0,100
414,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,2,250,0,0,99
415,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,3,250,0,0,100
416,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,4,250,0,0,100
417,0,0,0,200,0,1,0.006,0.149,0.18,0.15,659.22,2.37,0,666,7,25,6,250,0,0,100
